wikidata_id	count
automobile manufacturer	1
Pharao der 6. Dynastie	1
Vilains Bonshommes	1
Benedictines	1
newspaper	1
A personality scale of manifest anxiety.	1
side project	1
acharya	1
victim of miscarriage of justice	1
Hochzeit	1
Book of Mormon witnesses	1
Vietnam veteran	1
Portuguese noble title	1
P.E.N. Centar Bosne i Hercegovine	1
food	1
student competition	1
faithless electors in the United States presidential election, 2016	1
Least Concern	1
open-access publisher	1
list of German people	1
female beauty pageant	1
general partner	1
Ger	1
department	1
child	1
archive	1
religious name	1
torture victim	1
medical library	1
French	1
theology	1
religion founder	1
Salvator Mundi	1
God in Christianity	1
bibliophile	1
ethnic group	1
Patriarchs	1
lectotype	1
vacuum	1
creator deity	1
mythological serpent	1
mother goddess	1
Apostle	1
father	1
mother	1
chief marketing officer	1
Wikimedia category	1
name at birth	1
statue	1
construction client	1
Columna minera de Riotinto	1
huey tlatoani	1
Imagen	1
female given name	1
Arabs	1
police	1
spirit	1
uncontacted peoples	1
Chinese temple	1
Judika	1
demy	1
emigrant	1
Indian Administrative Service	1
theft	1
web series	1
Monsieur	1
Head of Statistics Indonesia	1
folkloristics	1
couple	1
demon	1
princess	1
information list	1
男爵	1
pasindhèn	1
Huguenot	1
freak	1
government	1
Pacific Islanders	1
victim of the Nazi regime	1
software piracy	1
Josef Kupper	1
Novial	1
Fürst	1
live person	1
international organization	1
manuscript	1
widower	1
video game publisher	1
boy band	1
pop group	1
elderly people	1
archaeologist	1
God	1
caricaturist	1
death	1
list of Eastern Orthodox saints	1
cyborg	1
river	1
Wikipedia article covering multiple topics	1
Category:East German spies	1
president of Trentino-South Tyrol	1
antecessor	1
revenue stamps by country or jurisdiction	1
Auschwitz concentration camp inmate	1
Nayanar	1
werewolf	1
fraud	1
Haredi Judaism	1
Jerusalemite Amora	1
火星人	1
noble title	1
production company	1
isolated human group	1
谣曲	1
crime	1
Народний фронт	1
concrete poet	1
internetes mém	1
health minister	1
archaeological excavation	1
American football team	1
遗物	1
Burmese Wikipedia	1
municipal prefecture	1
Wikidata sandbox	1
civic technology	1
2channeler	1
review article	1
curator	1
Osun State	1
Celtic Goddesses	1
brigadier general	1
member of the State Duma	1
community medicine	1
female human	1
Nigerian	1
Fellow of the American Institute of Architects	1
ancestor	1
record producer	1
Jesuit	1
slave	1
philosopher	1
myroblyte saint	1
talmid chacham who sinned	1
caliph	1
multiple-use name	1
Schusswaffengebrauch	1
critically endangered language	1
National Hero of Peru	1
corporation	1
stop-motion animated film	1
mausoleum	1
Kathanar	1
Canaanite slave	1
automobile model	1
gay men	1
shikona	1
narrative entity	1
Wikimedia internal item	1
hieromartyr	1
origami	1
genius	1
Incor group	1
Catacomb saints	1
Eastern Orthodox bishop	1
professor of French Literature	1
Taiwan	1
Muslim	1
musical theatre character	1
Jewish organization	1
Sindhis	1
cast	1
lynching	1
postcard publisher	1
concertinist	1
patron saint	1
name	1
Wikimedia list of persons	1
Indian independence movement	1
verified Spotify artist	1
assistant professor	1
election	1
non-fiction writer	1
skulptor	1
computer program	1
software	1
mystery	1
Zen Patriarch	1
fictional person	1
Hispanics in the United States Marine Corps	1
religious text	1
liquor deity	1
aviation accident	1
Nikla	1
law firm	1
drawing series	1
Acharonim	1
ministry of the Netherlands	1
ministry of War	1
occurrence	1
video game news website	1
Koreans	1
unmarried	1
Hersir	1
fossil	1
artist collective	1
political territorial entity	1
academician	1
burrnesha	1
mezzo-soprano	1
Foedus Liberorum	1
Director	1
First Councilor	1
crucifixion	1
consul	1
French Economic, Social and Environmental Council	1
Uyghur people	1
death row	1
General of the Army	1
character	1
masculine	1
widow	1
stepmother	1
retail	1
miscarriage of justice	1
being	1
Juan Contreras	1
goddess	1
Siddhar	1
comedian	1
Szűz Mária-jelenések	1
农场	1
religious concept	1
Politiker	1
cave	1
giant	1
historical forgery	1
mass hysteria	1
horror film character	1
rosh yeshiva	1
Catholicos-Patriarch of All Georgia	1
written work	1
a cappella group	1
television character	1
Wikidata internal entity	1
cardinal-prefect	1
Grandee	1
mascot	1
paddle steamer	1
biography	1
review	1
knight	1
lake	1
publication	1
historical Chinese state	1
Doctor	1
diplomatico	1
series of creative works	1
Human	1
Viscount of Vilar de Allen	1
Argentina	1
pseudepigraph	1
trio	1
art group	1
empowerment	1
philosopher of mind	1
German resistance to Nazism	1
Filipino people	1
exile	1
jazz musician	1
chief executive officer	1
