wikidata_id	count
monument	1330
rural municipality of Austria	1320
county of China	1309
grave	1267
collective population entity of Spain	1267
navigation channel	1258
urban area in Norway	1255
rural commune of Morocco	1250
township of Ohio	1248
Site of Special Scientific Interest	1246
former municipality of Switzerland	1241
township of Arkansas	1233
water tower	1220
commune of Madagascar	1219
promontory fort	1209
city/town	1208
city of Iran	1206
agrotown	1201
distrito da Turquia	1196
former administrative territorial entity	1189
proposed site of community importance	1188
plateau	1177
博物館	1157
former populated place	1156
Natura 2000 protected area	1137
former municipality	1130
ski resort	1129
waterhole	1129
headland	1127
coal-fired power station	1123
nature area	1122
priory	1121
group of lakes	1118
farmstead	1116
道之驿	1115
public reserve	1115
protected area of Russia	1106
body of water	1098
Special Protection Area	1093
causewayed enclosure	1085
music venue	1079
parish of the Church of Sweden	1066
municipality of Colombia	1064
township of Michigan	1063
settlement in Galicia, Spain	1056
amusement park	1045
suburb	1041
yard gate	1016
pen	1011
house	1000
district of China	996
subdistrict administrative organization	995
tehsil	989
Союзный совет	985
fishing vessel	984
golf course	974
Public institution of intermunicipal cooperation with own taxation	973
architectural structure	971
township of Indiana	971
district of Iran	967
estuary	963
borough of Pennsylvania	944
federal electoral district of Canada	937
hillfort	934
golf club	933
census town of India	932
convention center	929
grave field	925
sub-county of Uganda	923
commune of Ivory Coast	923
cultural property	920
sabkha	913
village or neigbourhood	911
neighborhood of Brazil	910
municipality of Catalonia	908
tourist attraction	905
smack	901
river island	893
playground	892
event venue	891
bog	888
subdistrict municipality	887
underground irrigation canal	887
town of New York	885
lugger	884
Próg rzeczny	882
drainage basin	880
municipality seat	877
commune of Moldova	876
multi-purpose hall	873
beach	862
village in Armenia	862
barrio of Puerto Rico	854
school district in the United States	852
walled garden	851
WWF ecoregion	849
Roman road	844
Scottish civil parish	843
homestead	842
amphoe	841
commune of Morocco	829
polis	827
urban-type settlement in Ukraine	827
parish of Asturias	823
grape variety	822
mountain	820
cave	815
nature reserve in the Czech Republic	812
cromlech	796
fish pond	789
national park of Australia	787
shipyard	784
district of Ethiopia	782
Chitalishte	776
constituent locality	761
intermittent wetland	756
Gemarkung	754
performing arts center	752
archipelago	751
market municipality	750
station building	750
tehsil of India	744
district of Indonesia	742
local government area of Nigeria	741
arts centre	740
municipality of Croatia	737
suburb/locality of Tasmania	734
town of Japan	720
heath	719
district of India	719
nagari	719
average size village in Latvia	713
opera house	712
community college	712
urban-type settlement in Russia	709
city of Japan	708
public educational institution of the United States	690
historical region	673
associated commune	672
old town	666
wind farm	666
municipality of Japan	662
motorsport racing track	654
United States congressional district	653
commune of Mali	650
tourist destination	649
Lok Sabha constituency	649
pekon	643
community development block in India	641
garden square	633
wijk in Londen	633
coastal water body	629
moated site	628
house of culture	627
urban beach	625
castrum	624
town municipality of Turkey	623
glacial lake	620
Bronze Age settlement	614
commune-level town of Vietnam	612
neighborhoods in Japan	610
raion of Ukraine	608
power station	606
pasiolak	605
tumulus above cremated remains	603
million city	602
urban-rural municipality of Poland	602
clubhouse	597
small village in Latvia	594
organization	592
municipality with town privileges in the Czech Republic	591
protected area of Ukraine	589
comuna da Bélgica	588
hermitage	587
gorge	584
constituency of the French Fifth Republic	579
Communities of Cyprus Republic	579
former district of Japan	579
territorial entity	575
town of Portugal	575
dwelling place	575
core municipal part with the same name as the municipality in the Czech Republic	571
judicial district of Austria	564
Siedlung der Hallstattzeit	562
village/town/city in Lebanon	561
military cemetery	559
nightclub	559
rural district of Vietnam	559
municipality of Poland	558
work settlement of Russia	554
ecclesiastical province	551
arrondissement of France	550
municipality of Finland	549
National Wildlife Refuge	548
szaniec	543
district of Algeria	533
unparished area	529
harbor	525
uyezd of the Russian Empire	525
long-distance trail	524
civil town of Wisconsin	521
constituency of the National Assembly of Pakistan	520
barque	520
botanical natural monument	517
former entity	515
market hall	514
arrondissement of Benin	514
lake water body	513
village with a church	509
cascina a corte	507
constituency of the Uttar Pradesh Legislative Assembly	498
rock art	494
churchyard	491
First Nation band	489
motte-and-bailey castle	487
fjard	487
private not-for-profit educational institution	484
parish of Latvia	483
drinking fountain	482
archidiócesis metropolitana católica romana	480
upazila of Bangladesh	477
district of Costa Rica	474
sanjak	473
villa	472
New England town	471
han system	471
urban okrug in Russia	469
brigantine	469
geographical feature	466
open-air theatre	466
former municipality of Norway	466
masonic temple	465
rancho of California	463
Sukhaphiban	462
ethnic township	460
part of city or town or population centre	459
village of New York	459
open-air museum	453
intermittent river	453
commune of Chile	452
designated place of Canada	450
scattered village in Latvia	450
community garden	449
chutar	448
institutional complex	446
mountain range	444
Partuta	439
terrace of houses	438
manor	437
rural district of England, Wales, and Ireland	435
moshav	435
cricket field	431
geotope	430
township of Nebraska	430
necropolis	428
skerry	428
heritage site	427
Ortsbezirk of Germany	426
Lost Roman Catholic diocese	425
musée d'art	422
horse racing venue	421
ruins	420
former local government area of Australia	418
hillslope fort	416
field	416
castle ruin	415
anchorage	414
residential area	412
county of Iran	410
ōaza	406
abolished municipality in Italy	405
resort	404
regency of Indonesia	403
crash site	403
municipality of Venezuela	402
Cemetery cross	401
sovereign state	399
IANA time zone	399
housing estate	398
village of Wisconsin	397
pastoral lease	395
district of Afghanistan	394
capital	392
settlement site	391
seat village	391
religious institute	389
county-level city	388
war cemetery	388
Promontory forts	386
hotel	383
lugar	382
polder	381
municipality with authorized municipal office	376
wharf	375
commune of Angola	375
rural council of Ukraine	375
sector of Rwanda	375
historic grouping	374
midden	373
natural gas-fired power station	372
stations of the cross	371
onsen	371
village of Brunei	369
ecoregion	368
place with town rights and privileges	368
zone	368
basic unit of settlement in the Czech Republic	367
department of Argentina	367
market municipality of Germany	366
district of Japan	364
partial contour fort	364
princely state	363
rezerwat przyrody	362
roadside rest area	361
municipality of Albania	360
diocese	359
city district of Brazil	359
school	356
municipality of Norway	356
cist	354
nuclear power plant	352
commune of Cameroon	352
parish village	346
federal constituency of Nigeria	346
run-of-the-river power station	343
Settlement of the La Tene period	343
an existing village of a former municipality in Finland	340
marketplace	340
constituency of the Parliament of the Republic of Ghana	340
electoral district of New South Wales	340
Pennsylvania State Game Lands	340
industrial zone	339
gazetted locality of Victoria	339
Seniūnija	339
civil township	337
department of Burkina Faso	336
federal electoral district of Germany	335
constituency of the West Bengal Legislative Assembly	335
auditorium	334
municipality of Greece	334
town in Hungary	333
district of Prussia	332
restaurant	331
subprefecture of Guinea	331
defensive wall	329
barony	329
myeon	328
university	325
municipality of Guatemala	325
state forest	323
grove	321
General Service Area	321
Divisional Secretariat of Sri Lanka	320
district of Yemen	320
junior college	319
district of Mongolia	318
tributary	317
natural region	316
golden sand beach	316
cape	313
powiat of Poland	312
photovoltaic power station	309
district of the House of Representatives of Japan	309
місто України	308
community development block in Odisha	306
villa rustica	304
hundred	304
metropolitan area	304
constituency of the Jatiyo Sangsad	303
Eastern Orthodox eparchy	303
central business district	302
federal electoral district of Mexico	302
municipality of Portugal	301
arboretum	300
сhurch college	300
Amt	299
community council	299
rest area	298
municipal corporation in India	298
council of Araba	298
garden gate	298
Listed building in Israel	296
cave with prehistoric art	295
Listed Building in Acre	295
chambered cairn	293
unorganized territory	293
hromada	292
Roman Catholic diocese	292
municipality of Galicia	292
hut circle	291
designed landscape	291
geographic location	290
suffragan diocese	288
constituency of the Maharashtra Legislative Assembly	288
district capital	286
former village	286
precinct	284
buurtschap	284
district of Ghana	284
constituency of the Tamil Nadu Legislative Assembly	283
hill	282
former municipality of Estonia	282
constituency of the provincial assembly of Punjab Province	282
paróquia do Equador	280
prefecture-level city	280
green space	280
Roman amphitheatre	280
principality	280
city walls	280
vald	280
heritage railway	279
constituency of the National Assembly of Kenya	279
municipality of Sweden	278
tea garden	278
tehsil of Pakistan	277
former municipality of Finland	276
kampung of East Kalimantan Province	275
tell	274
water park	273
municipality of Tunisia	272
sculpture garden	271
fortification	269
kibbutz	269
natural monument of Russia	268
historic building	267
bullring	267
township of Myanmar	267
municipality of Lebanon	266
landscape reserve	266
Constituency of the Parliament of England	266
constituency of the Bihar Legislative Assembly	266
cortijo	265
remarkable tree	263
mill	262
castle park	262
township of New Jersey	261
delegation	259
foundry	258
village in Saskatchewan	257
municipality of Bolivia	255
thermal power station	255
burnt mound	254
council of Navarre	253
municipality of Bulgaria	253
Stone Age settlement	252
Monumento natural de España	252
cultural landscape	251
municipality of El Salvador	251
administrative territorial entity of the People's Republic of China	250
countship	250
municipalities and cities of Serbia	250
baseball venue	249
state park	248
residence	247
unincorporated area in Germany	247
Upper Lusatian house	247
residential building	246
city of Bulgaria	246
megalithic tomb	245
whisky distillery	245
comté du Texas	245
Massachusetts House of Representatives electoral district	244
przedsiębiorstwo	243
city or town	243
hacienda	243
vallis	243
hot spring	242
municipality of Niger	242
municipal unit of Albania	242
architectural heritage monument	241
small river	241
cultural heritage monument in Germany	240
Grama Niladhari division	240
non-metropolitan district	239
parish of Venezuela	239
local municipality	238
neighbourhood of São Paulo	237
gas-fired power station	236
congressional district of the Philippines	235
administrative region	235
long barrow	235
pays	233
administrative centre	233
shieling	233
city of Oregon	233
гарадзкая гміна	233
lower-tier municipality	233
pumped-storage power station	232
public water well	231
creek	230
Общински съвет	230
mint	230
district of Paraguay	229
multiplex	228
borough of New Jersey	227
Microregion of Brazil	227
realm	226
Ortschaft	226
former municipality of Denmark	226
township of North Dakota	226
Saxon post milestone	225
residential college	225
constituency of the Madhya Pradesh Legislative Assembly	225
Ogham Site	224
American Viticultural Area	224
uninominal constituency of the Italian Chamber of Deputies	223
former New Zealand electorate	223
MEOW marine ecoregion	221
urban settlement in Russia	221
subprefecture in France	221
combined cycle power station	220
division of the Australian House of Representatives	220
Royal Saxon milestone	220
nonprofit organization	219
Hanseatic city	219
village of Senegal	218
městys	218
level terrain fort	217
electoral district of Queensland	217
electoral district of Victoria	217
constituency of the Karnataka Legislative Assembly	217
Electoral district of Ukraine	217
zakaznik	216
ghetto	216
格窝	215
suco of East Timor	215
atoll	214
bus terminus	214
hundred in Sweden	214
hilltop settlement	213
provincial electoral district of Quebec	213
Stadtbezirk	213
theatrical troupe	212
large village in Latvia	212
Erdstall	211
salt lake	211
quiosco de música	211
canton of Ecuador	211
commune en Mauritanie	211
casería	211
country club	210
lembang	210
oraș	209
ice rink	208
port settlement	208
national necropolis in France	208
eup of South Korea	208
chiefdom of Sierra Leone	208
spa town	207
dock	207
urban commune of Morocco	207
township seat	207
stanitsa	206
swimming center	205
palace	204
distrito urbano	204
artificial lake	204
wildlife management area	204
city district in Russia	203
water board in the Netherlands	202
aljub	201
district of Hungary	201
ksar	200
velodrome	199
regional nature reserve	199
Constituency of Kenya	199
abandoned hamlet	199
constituency of the European Parliament	199
Thesaban Mueang	198
drainage system	198
Roman theatre	197
Czech municipality with expanded powers	197
local government area of Australia	197
rathaus	196
Roman city	196
oil-fired power station	196
non-metropolitan district council	196
deserted medieval village	195
raion of the Soviet Union	195
Oregon state park	195
constituency of the Rajasthan Legislative Assembly	195
intermittent lake	194
business park	193
province of Peru	193
inlet	193
municipality of Slovenia	193
district of Cambodia	193
electoral ward of the Bruhat Bengaluru Mahanagara Palike	192
educational institution	191
sports field	191
masonic lodge	191
hydrological reserve	190
assembly plant	190
national nature reserve	190
United States National Forest	190
provincial electoral district of Alberta	189
bridge	188
okrug of the Soviet Union	188
district of Tanzania	188
ski jumping hill	187
city in Chile	187
constituency of the Andhra Pradesh Legislative Assembly	187
church congregation	186
rugby union venue	186
village of Japan	186
Carthusian monastery	186
township	185
massif	185
ranch	185
conservation park of South Australia	185
religious order	184
multi-purpose stadium	183
Natura 2000	183
urban ensemble	182
bingo hall	182
ward of Japan	182
temple	181
khlong	181
minor local entity of Spain	181
industrial heritage site	180
Indian reservation of the United States	180
esplanade	179
centre of Saudi Arabia	179
constituency of the provincial assembly of Khyber Pakhtunkhwa	179
school building	178
rugby league venue	178
Khwaeng	178
former municipality of Sweden	178
Gòf	178
combined heat and power station	178
Home Ownership Scheme housing estate	177
quinta	176
comarca of Spain	176
subprefecture of Chad	176
municipal corporation area	175
township-level division similar to townships	174
rural municipality of Sweden and Finland	174
ulus	174
parish municipality	173
county park	173
historical administrative division	173
district of Kazakhstan	173
enclosure	173
arroyo	173
federally recognized Native American tribe in the United States	173
fort	172
Zhou	172
hundred of South Australia	172
constituency of the Gujarat Legislative Assembly	172
Israeli settlement	170
Protection Plan	170
wine-producing region	170
airport terminal	170
constituency of the Odisha Legislative Assembly	170
theme park	169
markaz of Egypt	169
casino	169
constituency of the Kerala Legislative Assembly	168
swimming pool	168
oil refinery	168
multiple enclosure hillfort	168
forest managed biological reserve	168
heritage	167
puppet theatre	167
urban-type settlement	167
small burgh	167
Bible college	166
Anglican diocese	166
gay village	165
rose garden	165
Public Rental Housing	165
gracht	165
commandry	164
group of protected areas	163
barn	163
Roman archaeological site	163
city of Portugal	163
circular rampart	162
island group	162
big district town	162
district of Taiwan	162
municipality of Cuba	162
department of France	161
municipality of Angola	161
local government area of New South Wales	161
ketch	161
New York state park	160
geopark	159
county of Georgia	159
protected area of Brazil	159
erg	158
agricultural structure	157
artificial island	157
meadow	157
indoor ice rink	157
therma	157
town council of Uganda	157
pedanía	157
FFH-Habitat	157
Metropolitan Statistical Area	156
protected site	156
waterfowl production area	156
calvary hill	155
district of Mozambique	155
district of Pakistan	155
duchy	154
city of Switzerland	154
township of North Carolina	154
kouiki chimei	153
sea	153
municipality of the Dominican Republic	153
forester's lodge	152
sawmill	152
sports park	151
horse stud farm	151
urban zone of Rome	151
county of Uganda	151
rural area	150
provincial electoral district of Ontario	150
memorial	149
trademark	149
United States national cemetery	149
armory	149
agreed administrative community in Baden-Württemberg, Germany	149
burial island	149
amalgamated hromada	148
tied island	148
Distrik di Uzbekistan	148
district of Malaysia	148
Samtgemeinde	148
urban township of Minnesota	148
ab anbar	148
intentional community	147
rural municipality of Nepal	147
white sand beach	147
constituency of the Parliament of Ireland	147
Block Panchayat	147
borough in the United Kingdom	146
neighborhood of Washington, D.C.	146
township of Taiwan	146
performing arts building	145
Florida state park	145
vice-county	145
Constituency of the National Assembly of Zambia	145
subregion of Hungary	145
ironworks	144
ford	144
embankment dam	144
school district of Canada	144
Municipal District	144
lido	143
research station	143
Antarctic research station	143
fare zone	143
National parks of Japan	142
Washington state park	142
district of Laos	142
Région naturelle in Frankreich	141
paleontological site	141
kampung	141
deme	141
jazz club	140
parish in New Brunswick	140
water well on public housing terrain	140
synagogue	139
former parish of Latvia	139
Roman bridge	139
subdivision of a neighborhood of Helsinki	139
Catholic parish	139
municipality of Nicaragua	139
national park of Thailand	139
archaeological record	139
mosque	138
irrigation canal	138
barrio	138
county of Virginia	138
navigable aqueduct	137
municipal district of Finland	137
commercial district	137
tomb	137
medium district town	137
commune of Haiti	137
part of civil parish in a Scottish council area	137
cutter	137
Environmental Protection Area in Brazil	136
proving ground	136
seaside resort	136
National Monument of the United States	136
county of North Korea	136
landfill	136
subsectors of Puerto Rico	136
university campus	135
municipality of Luxembourg	135
local government area of Western Australia	135
part of civil parish in a Scottish district	135
association football pitch	134
catholic eparchy	134
dairy	134
Monastery wall	134
real property	133
water castle	133
raion	133
pedestrian zone	133
electoral district of Canada	133
urban settlement in Belarus	133
city of regional significance of Ukraine	132
Belgian municipality with the title of city	132
county of New South Wales	132
dusun	132
fortress	131
fourth-class city	131
aul	131
Dáil Éireann constituency	131
town in Alberta	131
tumulus field	131
micronation	130
cemetery sector	130
gas turbine power station	130
disputed territory	129
offshore wind farm	129
district of Uganda	129
plateelfabriek	128
list of districts and neighborhoods of Los Angeles	128
dava	128
ward of the City of Johannesburg Municipal Council	128
discothèque	127
fair ground	127
hoard	127
South African township	127
charter township of Michigan	127
volost of the Russian Empire	127
constituency of the provincial assembly of Sindh Province	127
natural park	126
port	126
partido of Buenos Aires	126
commune of Burundi	126
war memorial	125
ancient monument	125
neighborhood of Madrid	125
spinning mill	125
science park	124
National Park System unit	124
holy well	124
spring box	124
station square	124
submarine	123
town in Croatia	123
tidal island	123
national natural monument	123
state nature reserve	123
ocean bank	123
sieĺsaviet of Belarus	123
Bannwald	123
designated spa town	122
protected Latvian geological and geomorphological natural monument	122
district of Moscow	122
geo	122
governorate of Saudi Arabia	122
volcanic crater lake	121
office building	121
Ramsar site	121
brewery building	121
constituency of the Assam Legislative Assembly	121
district of Belarus	120
Reserva Natural (Spain)	120
shopping mall	120
electoral district of South Australia	120
Massachusetts Senate electoral district	120
prefecture of Japan	119
university building	119
chasma	119
charter city	119
municipality of West Bengal	119
district of Madagascar	119
Pennsylvania state park	119
gully	118
suburban community in the United States	118
benedictine abbey	118
water depth	118
Domus	118
palace theatre	118
constituency of Namibia	118
arrondissement of Senegal	118
community council of Lesotho	118
constituency of the Telangana Legislative Assembly	118
Roman province	117
Sokol House	117
political district	117
region or constituency of the Scottish Parliament	117
bird sanctuary	116
city center	116
Dům dětí a mládeže	116
housing development	116
liberal arts college	116
mission complex	116
private road	116
Stadtpfarrkirche	116
constituency of the Punjab Legislative Assembly	116
charitable organization	115
apostolic vicariate	115
state in the Holy Roman Empire	115
friary	115
cultural region	114
state	114
microdistrict	114
district of Iraq	114
county of Kentucky	114
federal electoral district in Ontario	114
destroyer	114
gallery grave	113
hospital	113
theatre company	113
single-tier municipality	113
textile factory	112
county of Missouri	112
adult movie theater	112
ward of the City of Cape Town Municipal Council	112
tower	111
recreation area	111
Town  in India	111
district of Liberia	111
Verwaltungsgemeinschaft in Sachsen-Anhalt	111
congregation	111
legislative district of the Philippines	111
passage grave	110
non-geologically related mountain range	110
appendage	110
mining community	109
former hospital	109
cistern	109
ward of the Ekurhuleni Municipal Council	109
indoor swimming pool	108
Option municipality	108
Wildreservat	108
statistical territorial entity	108
municipality administration association of Baden-Württemberg	108
uninominal constituency of the Senate of the Republic of Italy	108
lordship	107
province of Bolivia	107
skatepark	107
paper mill	107
autonomous county	107
conservation park of Australia	107
road	106
loch	106
mesoregion of Brazil	106
Class A river system	106
district of Somalia	106
megalithic site	106
electoral district of Western Australia	106
department of Ivory Coast	106
manufactory	105
prefecture	105
Cave	105
mine	105
dzielnica	105
ward of the eThekwini Municipal Council	105
first-level administrative country subdivision	104
district of Tampere	104
GR footpath	104
territory of the Democratic Republic of the Congo	104
district of Oulu	104
senatorial district of Nigeria	104
ranger district	104
cultural centre in Flanders	103
Wikimedia duplicated page	103
kofungun	103
quarter of Hamburg	103
Birra artigianale	103
market square	103
Muban	103
component city	102
postcode area	102
former municipality of Latvia	102
monasterio cisterciense	102
administrative quarter of Marseille	102
district of Zambia	102
California state park	102
show cave	101
historical period	101
county of Kansas	101
administrative community of Bavaria	101
sect	101
episcopal palace	101
Catholic church building	100
municipiu of Romania	100
Naturpark	100
missionary society	100
Nagar Palika	100
city of raion subordinance	100
cay	100
constituency of the Old Parliament of Scotland	100
troy town	100
Marine Conservation Zone	100
ward of the City of Tshwane Municipal Council	100
Ecclesiastical circumscription immediately subject to the Holy See	99
circus building	99
former Buddhist temple	99
subdistrict of Syria	99
division of India	99
Dreiseithof	99
county of North Carolina	99
election canton in Belgium	99
municipality of Uruguay	99
Samian Ware Production centre	98
urban area in Finland	98
further education college	98
gravity dam	98
Eastern Orthodox church	97
natural landscape	97
subdistrict of the German Democratic Republic	97
watermill	97
ancient Chinese state	97
county of Illinois	97
open space	97
barge	97
quarter of Niger	97
unorganized area in Quebec	97
Buddhist temple	96
Connecticut state park	96
nature reserve of New South Wales	96
township municipality in Ontario	96
jamoat	96
Virginia House of Delegates district	96
lighter	96
planned community	95
enclave	95
султанат	95
planina	95
Roman temple	95
province of the Philippines	95
tennis venue	94
religious administrative entity	94
census division of Canada	94
acequia	94
Douar	94
pilgrims' way	94
省委员会	94
conseil départemental	94
municipality seat of Romania	94
marquisate of Spain	94
classified forest	94
downtown	93
cabaret	93
landform	93
locality of Berlin	93
uyezd of the Soviet Union	93
regional county municipality	93
municipality of Denmark	93
resort town	92
mansion	92
skyscraper	92
Orthodox chapel	92
cotton mill	92
working life museum	92
neighborhood of Pittsburgh	92
quarter of Milan	92
county of Nebraska	92
county of Tennessee	92
wastewater treatment plant	92
district of São Paulo	92
vihara	92
Père Lachaise division	92
former island	91
county of Iowa	91
flat	91
administrative territorial entity of New York	91
city of Indonesia	90
time zone	90
chef-lieu	90
provincial electoral district of British Columbia	90
bydel	90
mezoregion	90
Provinces of Thailand	90
vineyard	89
traffic circle	89
shanty town	89
county of Indiana	89
district of Austria	89
statistical district	89
Category:Rural municipalities in the United States	89
ward of Zambia	89
bazaar	89
village in Alberta	89
Stimmkreis	89
rural district of Bavaria	89
high island	88
vassal state	88
sculpture trail	88
monastery ruins	88
administrative territorial entity of Singapore	88
county of Minnesota	88
thana of Bangladesh	88
constituency of the Jammu and Kashmir Legislative Assembly	88
yawl	88
street circuit	88
industrial building	87
Japanese garden	87
municipal borough	87
provincial park of Manitoba	87
city municipality	87
judicial canton in Belgium	87
constituency of the Chhattisgarh Legislative Assembly	87
onshore wind farm	86
pub	86
quarry	86
local self-government	86
Gaqaa	86
ceramics manufactory	86
Chinatown	86
district of the Republic of the Congo	86
land district of Western Australia	86
constituency of the Haryana Legislative Assembly	86
commercial building	85
mill race	85
city part of Cologne	85
milecastle	85
municipality of North Macedonia	85
museum building	84
bar	84
archdiocese	84
former church	84
amphitheatre	84
second largest city	84
sports complex	84
lightvessel station	84
water reservoir	84
municipality of Iceland	84
migratory bird sanctuary of Canada	84
district of Papua New Guinea	84
Zone d'exploitation contrôlée	84
district of Sudan	84
LGBTI+ rights organization	84
county of the Kingdom of Hungary	84
library	83
osiedle	83
county of Michigan	83
county of Ohio	83
province of Italy	83
county of South Korea	83
normal school	83
electoral district in Turkey	82
stone bridge	82
National Historic Site	82
Freiluftkino	82
IMAX theatre	82
shopping street	82
caserío	82
Way of St. James	82
motorway service area	82
Legislative Yuan constituency	82
Paratge natural municipal	81
protected area of France	81
subdistrict	81
administrative sector	81
ethnic group	81
Trappist monastery	81
Massachusetts state park	81
historical district in the Czech Republic	81
New Zealand electorate	81
province of Vietnam	81
paddle steamer	81
tehsil of Punjab, Pakistan	81
bird hearth	80
stone row	80
Naturdenkmal in Germany	80
college town	80
home rule municipality of Pennsylvania	80
cannery	80
regional unit of Greece	80
Haubarg	80
nuraghe	80
voivodeship of Poland	80
geschützter Landschaftsbestandteil	80
parish municipality of Denmark	80
Michigan state park	80
district of Panama	80
alqueria	79
anabranch	79
anta	79
administrative community of Thuringia	79
council of Asturies	79
municipality of Argentina	79
municipality of Nepal	79
federal electoral district in Quebec	79
district of Slovakia	79
province of Japan	79
canton of Costa Rica	79
commercial art gallery	78
administrative quarter of Paris	78
castellum	78
municipality of Puerto Rico	78
oxbow lake	78
Hospital church	78
Orthodox Cemetery	78
London County Council constituency	78
metropolis	77
state with limited recognition	77
marine park	77
Craft brewery and microbrewery	77
county of Mississippi	77
county of Oklahoma	77
commune of Benin	77
revenue division	77
province of Turkey	77
zone of Ethiopia	76
academic institution	76
kitchen garden	76
aisled house	76
landscape garden	76
Greek theatre	76
