wikidata_id	count
municipality of Japan	662
commune of Mali	650
brick and mortar	645
dot-com company	639
house of culture	627
coffeehouse	626
Kerala Gramin Bank branch	622
City Union Bank Limited branch	622
holding company	619
imprint	615
NHS trust	613
legislature	612
tanker ship	612
power station	606
art collection	604
urban-rural municipality of Poland	602
financial institution	601
Bandhan Bank branch	599
clubhouse	597
équipe cycliste professionnelle	595
record company	593
department store	592
municipality with town privileges in the Czech Republic	591
under-23 national cycling team	591
consulate general	589
Gymnasium in Germany	589
comuna da Bélgica	588
history museum	587
mixed cargo ship	586
broadcast network	584
merchant vessel	583
UCI Women's Team	583
Formula One team	582
nursing school	582
software company	576
weekly newspaper	573
state agency of the United States	572
television production company	565
mixed research unit	564
Permanent Territorial Center	564
German noble family	563
cruise ship	562
nightclub	559
trademark	559
executive branch	558
municipality of Poland	558
state-owned enterprise	555
ancient city	553
golf course	552
ecclesiastical province	551
राजनैतिक आन्दोलन	550
Lakshmi Vilas Bank branch	550
student society	549
municipality of Finland	549
regulatory college	548
town of Portugal	548
girl group	542
clinic	539
Ujjivan Small Finance Bank branch	538
former entity	537
tank landing ship	535
committee	534
brigantine	533
historic site	532
unaided school	531
combined school	530
Linux distribution	526
educational organization	523
Andhra Pragathi Grameena Bank branch	520
commercial organization	518
production company	518
501(c)(3) organization	517
supermarket chain	515
bookmobile	508
Catholic school	507
order of battle	507
environmental organization	501
Tamilnad Mercantile Bank branch	500
colonial society	495
government	494
border town	493
liceo classico	490
First Nation band	489
Controlled School	486
Government Girls' High School	486
recording studio	484
art group	483
aerospace manufacturer	483
athletic conference	481
archidiócesis metropolitana católica romana	480
tourist attraction	478
independent record label	475
destroyer escort	475
medical association	473
public hospital	472
New England town	471
han system	471
tradesperson	470
urban okrug in Russia	469
punk band	467
former municipality of Norway	466
masonic temple	465
Sukhaphiban	462
village of New York	459
umbrella organization	458
Karnataka Vikas Grameena Bank branch	457
student newspaper	455
open-air museum	453
commune of Chile	452
rural municipality of Canada	451
designated place of Canada	450
real property	448
market	441
Kaveri Grameena Bank branch	440
fire department	439
Local court	439
Indian Postal division	439
rural library	438
passenger ship	435
moshav	435
ferry route	434
women's association	433
film organization	432
psychiatric hospital	432
corvette	431
Roman Catholic Maintained school	429
animation studio	427
Catholic Syrian Bank branch	426
Lost Roman Catholic diocese	425
free school	425
summary court	424
bar	422
day care	422
amateurvoetbalclub	422
junior national cycling team	419
performing arts group	412
lycée	412
working life museum	410
motorcycle manufacturer	410
civic society	410
junta de freguesia	408
Maharashtra Gramin Bank branch	407
Government Girls' Lower Secondary School	406
abolished municipality in Italy	405
resort	404
通讯社	403
clan	403
municipality of Venezuela	402
grammar school	401
rugby league team	400
sovereign state	399
village of Wisconsin	397
military academy	396
château	395
capital	392
vocational school	391
primary art school	391
bakehouse	391
dance troupe	390
religious institute	389
county-level city	388
The Andhra Pradesh State Cooperative Bank Limited branch	387
national basketball team	386
police	385
destroyed building or structure	383
Australian rules football club	383
cooperative bank	382
Utkarsh Small Finance Bank branch	381
Carnegie library	380
attack submarine	378
television network	377
municipality with authorized municipal office	376
Christian organization	375
boy band	375
rural council of Ukraine	375
collection	373
natural gas-fired power station	372
onsen	371
UCI Professional Continental Team	371
digital library	370
place with town rights and privileges	368
market municipality of Germany	366
IDFC FIRST Bank branch	366
princely state	363
transit district	361
roadside rest area	361
Cooperative Science and Research Body	360
diocese	359
battalion	358
media company	356
municipality of Norway	356
research group	354
multi-sport club	353
nuclear power plant	352
bakery	352
talent agency	351
departmental unit	350
heritage site	350
railway museum	345
television channel	345
run-of-the-river power station	343
credit institution	342
string quartet	336
municipality of Greece	334
town in Hungary	333
NCAA Division I women's basketball team	333
natural history museum	331
association under the French law of 1901	330
cemetery	329
RBL Bank Limited branch	329
double act	328
wetenschapsmuseum	328
biographical museum	327
state-integrated school	327
historic building	326
English country house	325
municipality of Guatemala	325
lower secondary school in Japan	324
castle	323
motorcycle racing team	323
state forest	323
postcard publisher	321
university press	321
General Service Area	321
Divisional Secretariat of Sri Lanka	320
junior college	319
working group	318
TEDx talk	317
DCB Bank branch	317
institution	316
architectural ensemble	315
Wikipedia language edition	315
amateur cycling team	313
rifle division	311
photovoltaic power station	309
shipping line	307
academy	306
Government Boys' Elementary School	305
film distributor	304
The West Bengal State Cooperative Bank Limited branch	304
Eastern Orthodox eparchy	303
national library	302
high commission	302
maritime museum	301
university hospital	301
municipality of Portugal	301
faculty of pharmacy	300
сhurch college	300
arboretum	300
community council	299
Amt	299
aviation museum	298
municipal corporation in India	298
cinema chain	298
private hospital	298
rest area	298
palace	297
private for-profit educational institution	297
scholarly article	297
roller derby league	297
herbarium	295
tag team	294
bar association	294
youth organization	292
hromada	292
Roman Catholic diocese	292
further education college	292
municipality of Galicia	292
Wehrmacht infantry division	289
university institute	289
municipal council in Finland	289
suffragan diocese	288
district capital	286
music venue	284
steamship	283
international sport governing body	282
rapid transit	282
doctor's office	282
former municipality of Estonia	282
principality	280
heritage railway	279
youth wing	278
municipality of Sweden	278
museum building	276
former municipality of Finland	276
national archives	275
observatory	275
water park	273
music school	272
municipality of Tunisia	272
sculpture garden	271
council	270
Jana Small Finance Bank branch	270
kibbutz	269
insurance company	268
consumer cooperative	267
municipality of Lebanon	266
Wikimedia multilingual project main page	266
public educational institution	264
schooner	263
academy of sciences	262
protected area	261
township of New Jersey	261
minesweeper	260
MediaWiki website	259
caravanserai	259
foundry	258
armed forces	258
electoral alliance	257
village in Saskatchewan	257
research expedition	257
Catholic seminary	256
municipality of Bolivia	255
thermal power station	255
municipality of Bulgaria	253
neighborhood	252
railway line	252
landmark	252
hotel chain	252
NHS primary care trust	252
Communal Council	252
park	251
municipality of El Salvador	251
unincorporated community in the United States	250
confraternity	250
corps	248
artistic duo	248
yacht club	248
fast food restaurant chain	246
statistical service	245
whisky distillery	245
institute of the Russian Academy of Sciences	245
university research group	244
professional society	244
Passport to Your National Parks cancellation location	244
human	243
city or town	243
football club	243
madrasa	243
venture capital firm	243
girls' high school	241
women's national association football team	239
local municipality	238
married couple	237
symphony orchestra	237
gas-fired power station	236
administrative region	235
photo agency	233
city of Oregon	233
lower-tier municipality	233
гарадзкая гміна	233
Bon-gwan	233
pumped-storage power station	232
District health authority	232
morgue	231
Общински съвет	230
pays	230
mint	230
municipal police	230
badminton association	229
Sparkasse	229
geographical feature	228
historic district	227
women's association football club	227
borough of New Jersey	227
realm	226
terrorist organization	226
former municipality of Denmark	226
National Park Service visitor center	225
ayuntamiento (Spain)	225
residential college	225
nation at the Mediterranean Games	225
Gurgaon Gramin Bank Limited branch	225
research vessel	224
torpedo boat	224
consortium	223
Körperschaft des öffentlichen Rechts	222
light cruiser	221
patrol vessel	221
subprefecture in France	221
urban settlement in Russia	221
samba school	221
defunct organization	220
combined cycle power station	220
special library	219
intelligence agency	219
university building	219
million city	218
ruins	218
air force	218
cadastral municipality of Austria	218
městys	218
vald	218
IndusInd Bank branch	218
North Malabar Gramin Bank branch	218
skyscraper	217
political party in Spain	217
tabletop role-playing game publisher	216
intergovernmental organization	216
cycling team	216
central bank	215
structure of research	213
multi-level marketing company	213
hospital network	213
electoral district	213
provincial electoral district of Quebec	213
joint-stock company	212
building complex	212
expedition	212
local government	211
hall of fame	211
religious denomination	211
Himachal Pradesh State Cooperative Bank Limited branch	211
university-preparatory school	210
country club	210
National Olympic Committee	210
telecommunication company	209
oraș	209
national cycling team	209
comic publishing company	208
tennis team	208
tourism office	207
musical trio	207
urban commune of Morocco	207
navy	207
Pupil Referral Unit	207
National Red Cross and Red Crescent Society	206
swimming center	205
SNSM station	205
drama school	204
dental school	204
UCI ProTeam	204
Swedish government agency	203
one-room school	203
Clinical commissioning group	203
water board in the Netherlands	202
research library	201
roll-on/roll-off ship	200
radio network	199
infantry battalion	198
Thesaban Mueang	198
national badminton team	198
supreme court	197
bicameral legislature	197
association footbputall federation	197
Czech municipality with expanded powers	197
Polish noble family	197
retail store	196
non-metropolitan district council	196
oil-fired power station	196
aid agency	195
music publishing company	195
apostolic nunciature	195
political faction	193
battleship	193
consulate	193
professional wrestling stable	193
Hochschulbibliothek	193
Christian Church	193
Green party	193
country house hotel	192
rural hospital	192
cultural organization	191
bicycle-sharing system	191
masonic lodge	191
assembly plant	190
students' union	190
Swedish noble family	190
provincial electoral district of Alberta	189
institute of technology	188
armed organization	187
library association	186
church congregation	186
village of Japan	186
orphanage	186
Carthusian monastery	186
esports team	186
academic archive	186
paramilitary	185
battery	185
former administrative territorial entity	184
automobile museum	184
international school	184
religious order	184
not-for-profit arts organization	184
news website	183
Islamic organization	182
ward of Japan	182
board game publishing company	181
container feeder ship	181
villa	181
library consortium	181
village/town/city in Lebanon	181
Gemarkung	180
foreign affairs ministry	180
ministry of education	180
United States federal agency	180
softball team	179
collective	178
casino	178
Scottish clan	178
former municipality of Sweden	178
combined heat and power station	178
frazione	178
Hanseatic city	177
planetarium	177
replenishment oiler	177
Wiktionary language edition	177
university museum	176
rathaus	176
diocesan museum	176
food manufacturer	176
liceo artistico	176
agriculture ministry	175
vocal group	175
car carrier	175
hotel building	175
rural municipality of Sweden and Finland	174
ulus	174
parish municipality	173
county park	173
federally recognized Native American tribe in the United States	173
juvenile political organization	172
pension	172
abandoned project	172
NHS foundation trust	172
opera company	171
school of education	171
chamber of commerce	170
garrison	170
unfinished building	169
third-level administrative country subdivision	169
theme park	169
residential building	168
ministry of health	168
oil refinery	168
online database	168
Nazi concentration camp	167
courage award	167
Government Boys' Higher Secondary School	167
honor society	166
chocolaterie	166
Bible college	166
attempted coup d'état	166
Anglican diocese	166
stirps	165
circus	165
board of education	165
UCI WorldTeam	165
marching band	164
ship of the line	164
finance ministry	163
music organization	163
guided missile destroyer	163
warship	163
non-departmental public body	162
technology museum	162
Fachverband	162
standards organization	162
conglomerate	162
health charity	162
public research university	162
ministry	162
big district town	162
municipality of Cuba	162
campaign medal	162
video streaming service	161
justice ministry	161
municipality of Angola	161
commuter rail	160
limited company	160
German Student Corps	160
government commission	159
graduate school	159
pizzeria chain	159
boat manufacturing company	159
human rights organization	158
hostel	158
technical committee	158
free software	157
school of thought	157
pedanía	157
national futsal team	157
national statistical system	157
political campaign	156
Canadian Indian residential school system	156
commercial bank	155
Davis Cup team	155
copper mine	154
African-American museum	154
sports hall of fame	154
Wikimedia list article	154
duchy	154
Dutch noble family	154
city of Switzerland	154
mayor–council government	153
municipality of the Dominican Republic	153
Government Girls' Elementary School	153
rugby union club	152
magnetic observatory	152
sawmill	152
communist party	151
field army	151
community organization	151
spa	151
advertising agency	151
parish church	150
database	150
open-access repository	150
童党	150
provincial electoral district of Ontario	150
museum ship	149
military hospital	149
construction business	149
armory	149
agreed administrative community in Baden-Württemberg, Germany	149
amalgamated hromada	148
floorball club	148
quarter	148
Samtgemeinde	148
urban township of Minnesota	148
event venue	147
intentional community	147
hospital ship	147
rural municipality of Nepal	147
comedy troupe	146
diplomatic mission	146
investment fund	146
credit union	145
Block Primary Health Centre	145
ironworks	144
parliament	144
medal	144
Stadtwerk	144
school district of Canada	144
cancelled/unreleased video game	144
Capital Small Finance Bank Limited branch	144
conservation organization	143
yeshiva	143
sanatorium	143
city of Portugal	143
lido	143
Registration court	143
auction house	142
nursing home	142
cycling club	142
embankment dam	142
Local Healthwatch	141
group of humans	141
lyceum	141
UCI Trade Team I	141
souq	141
jazz club	140
parish in New Brunswick	140
Local Safeguarding Children Board	139
musical instrument manufacturing company	139
organizational subdivision	139
municipality of Nicaragua	139
Catholic parish	139
award	138
online shop	138
joint venture	138
German state agency	138
proposed entity	138
forest	138
Wikimedia user group	138
Internet service provider	137
heritage library	137
rugby union governing body	137
medium district town	137
fashion house	136
prisoner-of-war camp	136
community library	136
supermarket	136
space observatory	136
entidad territorial administrativa	135
education company	135
oil tanker	135
university campus	135
catholic eparchy	134
dairy	134
former liberal party	134
state archives	134
shipbuilding company	134
Club UNESCO	134
Monastery wall	134
literary museum	133
sports venue	133
multi-purpose hall	133
tavern	133
wiki	133
electoral district of Canada	133
Nainital Bank Branch	133
political party in Germany	132
technology company	132
senate	132
Belgian municipality with the title of city	132
folk high school	131
fourth-class city	131
arsenal	131
town in Alberta	131
sorority	130
mobile app	130
pre-dreadnought battleship	130
militia	130
peace organization	130
micronation	130
gas turbine power station	130
The Cosmos Co Operative Bank branch	130
TJSB Sahakari Bank branch	130
governing body	129
residential child care community	129
offshore wind farm	129
lukio	128
water polo team	128
plateelfabriek	128
Buitenpolikliniek	128
discothèque	127
Mixed brigade	127
Liberty ship	127
Catholic church building	126
scientific organization	126
military branch	126
consulting company	126
rap group	126
upper secondary school in Norway	126
vyšší odborná škola	126
partido of Buenos Aires	126
unfinished or abandoned film project	126
Japanese Combined Junior and Senior High School	125
literary society	125
spinning mill	125
ethnic group	124
interdisciplinary program	124
science park	124
research unit	124
United States of America State-level electoral district	124
coalition	123
web archive	123
concern	123
town in Croatia	123
sieĺsaviet of Belarus	123
office building	122
international non-governmental organization	122
heavy metal band	122
astronomical survey	122
railway workshop	122
veterinary medicine school	122
medical college in India	122
district of Moscow	122
Cabinet of Romania	121
brewery building	121
The Gujarat State Cooperative Bank Limited branch	120
cinematheque	119
municipality of West Bengal	119
engineering society	119
charter city	119
министерство внутренних дел	119
branch office	119
Wikimedia-projectpagina	119
regional archive	119
prefecture of Japan	119
Verteidigungsministerium	118
aircraft carrier	118
a cappella group	118
women's national handball team	118
benedictine abbey	118
national ice hockey team	117
local newspaper	117
ethics committee	117
local government of Nigeria	117
children's hospital	116
liberal arts college	116
research university	116
Dům dětí a mládeže	116
photo archive	116
Independent Monitoring Board	116
former political party	116
social movement	115
apostolic vicariate	115
state in the Holy Roman Empire	115
female idol group	115
friary	115
Roman legion	115
executive committee of the District Council of Deputies	115
huisartsenpost	115
art institution	114
copyright collective	114
convention center	114
medical society	114
transport ministry	114
national academy	114
state	114
tribunal	114
advisory board	114
panel	114
Government of France	114
pharmaceutical company	114
federal electoral district in Ontario	114
Wikibooks language edition	114
transport museum	113
membership organization	113
single-tier municipality	113
Dhanlaxmi Bank branch	113
handball federation	112
textile factory	112
District Council of Deputies	112
fashion label	111
sports season	111
port settlement	111
congregation	111
Verwaltungsgemeinschaft in Sachsen-Anhalt	111
Cabinet of Japan	111
ministry of culture	110
National Primary School	110
artist society	110
guerrilla movement	110
train operating company	110
children's museum	109
genealogical society	109
lodge	109
United States federal prison	109
land-grant university	108
performing arts center	108
steamboat	108
indoor swimming pool	108
disability rights organization	108
Local councils of the Boy Scouts of America	108
swim club	108
light rail	108
municipality administration association of Baden-Württemberg	108
Abhyudaya Cooperative Bank Limited branch	108
digital repository	107
Jewish organization	107
cruiser	107
lordship	107
chemical tanker	107
paper mill	107
revenue service	106
school accreditor	106
general store	106
timber-framed house	105
public limited company	105
livery company	105
Esperanto organization	105
national beach soccer team	105
dzielnica	105
special collections	105
UCI Trade Team II	105
gymnasieskola	104
island	104
newspaper publisher	104
sunday school	104
type foundry	104
reijō	104
manufacturer	104
local political party	104
ranger district	104
bids for Olympic Games	104
société d'investissement	103
Upper Lusatian house	103
cultural centre in Flanders	103
special archive	103
Cabinet of the United Kingdom	103
employers' organization	103
Birra artigianale	103
private collection	103
visitor centre	103
citizen science project	103
Federal Government of Belgium	103
city museum	102
police unit	102
centre de documentation	102
former municipality of Latvia	102
fort	102
monasterio cisterciense	102
general education liceum	102
school of Buddhism	102
appellate court	102
art project	101
sect	101
municipal office	101
administrative community of Bavaria	101
episcopal palace	101
Max Planck Institute	101
language school	100
ministry of the environment	100
film school	100
national research and education network	100
family name	100
missionary society	100
Ballettkompanie	100
historically black colleges and universities	100
municipiu of Romania	100
zawiya	100
municipal prefecture	100
picture gallery	99
Ecclesiastical circumscription immediately subject to the Holy See	99
nuclear-powered attack submarine	99
former Buddhist temple	99
national university	99
departmental archives	99
political action committee	99
municipality of Uruguay	99
Samian Ware Production centre	98
United States Army Field artillery regiment	98
ministry of labour	98
field hockey team	98
gravity dam	98
ice hockey federation	98
Bharat Cooperative Bank Mumbai Limited branch	98
The Surat District Cooperative Bank Limited branch	98
designated spa town	97
organ	97
ancient Chinese state	97
Casada Nova	97
Grand Lodge	97
edit-a-thon	97
de facto embassy	97
unorganized area in Quebec	97
royal commission	96
songwriting team	96
language regulator	96
township municipality in Ontario	96
clothing store chain	95
General Hospital	95
summer camp	95
position	95
султанат	95
lower house	95
criminal organization	95
intercity bus company	95
ecomuseum	95
ballistic missile submarine	95
USAF Air Division	95
order of chivalry	94
motor ship	94
British Infantry Brigade	94
House of Lords Select Committee	94
startup company	94
collective pseudonym	94
French school abroad	94
religious administrative entity	94
省委员会	94
resistance movement	94
conseil départemental	94
United States district court	94
Area health authority	94
state archive (Italy)	94
marquisate of Spain	94
spa town	93
cultural history museum	93
memorial	93
record production team	93
cabaret	93
水族馆	93
brig-sloop	93
regional county municipality	93
commercial establishment	93
bandy team	93
农场	92
local self-government	92
protected area of Russia	92
wastewater treatment plant	92
city in Chile	92
political alliance	92
cotton mill	92
vihara	92
Standard Chartered Bank branch	92
second-level administrative country subdivision	91
glassworks	91
juridical person	91
bakery chain	91
café chain	91
drum and bugle corps	91
basketball league	91
protected cruiser	91
solo project	91
political party in Bulgaria	91
partit polític català	90
estate	90
futsal team	90
ministry of Spain	90
subdivisions of Russia	90
engineering office	90
provincial electoral district of British Columbia	90
mansion	89
rail company (Japan)	89
Jesuit church	89
vineyard	89
student protest	89
Gesamtanlage	89
military organization	89
Category:Rural municipalities in the United States	89
village in Alberta	89
Wikiquote language edition	89
district authority	89
The Karanataka State Cooperative Apex Bank Limited branch	89
prefectural museum	88
vassal state	88
design studio	88
school for the deaf	88
historical period	88
Nagar Palika	88
monastery ruins	88
inshore minesweeper	88
Hospital church	88
local police	88
presidential campaign	88
cancelled sports event	88
financial regulatory agency	87
demolished synagogue	87
reefer ship	87
third-rate	87
onshore wind farm	86
501(c)(4) organization	86
公企業	86
grande école	86
corporate group	86
regulatory agency	86
courthouse	86
municipal administration	86
secret society	86
ceramics manufactory	86
railway station	86
university in France	86
copyright holding organisation	86
Internal drainage board	86
watermill	85
Zbiór archiwalny	85
gendarmerie	85
Studentenverbindung	85
한국의 사찰	85
Landesverband	84
LGBTI+ rights organization	84
archdiocese	84
social networking service	84
faculty of medicine	84
Internet encyclopedia	84
center for early childhood and primary education	84
women's U17 association football team	84
supergroup	84
municipality of Iceland	84
side project	84
normal school	83
flight	83
fraternal organization	83
single entity of population	83
episcopal conference	83
mining community	82
journalism school	82
Catholic university	82
music museum	82
mine	82
charter airline	82
day school	82
non-bank consumer credit provider	82
motorway service area	82
correctional facility	82
submarine	82
hospital building	81
special forces	81
postal service	81
independent agency of the United States government	81
internet radio	81
Christian school	81
alliance	81
philharmonic society	81
tourism ministry	81
destination marketing organization	81
army corps of Nazi Germany	81
ministerial committee	81
Patriciate (Venice)	81
Trappist monastery	81
UCI Trade Team III	81
department store chain	81
squad	81
Government of Romania	81
national public health institute	80
cannery	80
government directorate	80
religious school	80
eating and lodging	80
district court in the Czech Republic	80
parish municipality of Denmark	80
aviation authority	79
national trade union center	79
economic affairs ministry	79
electric utility	79
vocational university	79
shopping center	79
nature center	79
administrative community of Thuringia	79
municipality of Argentina	79
iwi	79
federal electoral district in Quebec	79
traffic system	79
municipality of Nepal	79
council of Asturies	79
The Rajasthan State Cooperative Bank Limited branch	79
Native American organization	78
commercial art gallery	78
women's national rugby sevens team	78
energy company	78
research program	78
part of municipality in the Czech Republic	78
barbershop quartet	78
municipality of Puerto Rico	78
French infantry regiment	78
social club	77
multinational corporation	77
degree program	77
metropolis	77
permanent mission	77
pop group	77
state with limited recognition	77
Craft brewery and microbrewery	77
guest house	77
sloop-of-war	77
military training unit	76
savings bank	76
community settlement	76
escort carrier	76
housing association	76
national rugby union team	76
colla castellera	76
historic house	75
field hockey club	75
cargo airline	75
comando militar de área	75
commercial building	75
junior high school	75
activist group	75
bicycle manufacturing company	75
medical library	75
pieve	75
conclave	75
river cruise ship	75
Cabinet of Egypt	75
single-family detached home	74
sertanejo duo	74
public broadcaster	74
IES	74
public utility	74
public building	74
Finnish Government	74
private Bank	74
FIFA World Cup team	74
Cabinet of Denmark	74
Wikisource language edition	74
ministry of communications	73
Corporation (Japan)	73
investment firm	73
historical Chinese state	73
ministry of trade	73
higher education institution directly under Ministry of Education of the People’s Republic of China	73
slave ship	73
new religious movement	73
academic administration	73
urban park	72
heritage centre	72
functional command	72
city-state	72
data library	72
opera house	72
university network	72
outdoor swimming pool	72
society	72
political party in Croatia	72
professional wrestling promotion	72
liberal arts college in the United States	72
honorary consulate	72
unfinished creative work	72
Apna Sahakari Bank Limited branch	72
The Mumbai District Central Cooperative Bank Limited branch	72
heavy cruiser	72
company	71
geographic location	71
interfaith organization	71
House of Commons Select Committee	71
online marketplace	71
jazz band	71
youth center	71
travel agency	71
global union federation	71
provincial administrative organization	71
cadastral area in the Czech Republic	71
district of the city in the Czech Republic	71
Indian Railways division	71
Government Girls' Higher Secondary School	71
infantry division	70
identical twins	70
state government	70
Kura Kaupapa Māori	70
energy ministry	70
real estate company	70
bell foundry	70
S.A.	70
housing cooperative	70
Hospital	70
national handball team	70
Dombivli Nagari Sahakari Bank branch	70
election commission	69
men's national handball team	69
primary area	69
grupo de hermanos	69
college town	69
upper house	69
academic journal	69
Hachiman shrine	69
carnival association	69
